23,-42,-18,-23,-5,25
37,-34,41,-17,24,46
18,-12,-2,-17,-23,23
38,42,35,10,-36,-24
-29,25,-4,-34,-10,30
15,-22,17,35,-47,14
-37,-4,-33,28,-38,48
-21,44,-5,2,40,22
44,-45,2,2,-42,27
-8,-22,-48,15,28,-4
-29,30,41,-28,40,-39
24,42,-40,42,-8,-43
-11,11,-30,23,-26,19
-48,4,-47,31,-18,-34
18,3,37,7,19,33
-21,7,-9,39,-31,-28
15,35,-3,49,-46,33
-34,-18,-6,-32,46,18
-30,26,31,-31,50,-1
2,-23,-46,28,-40,25
20,-13,-47,-26,20,-15
24,-6,15,9,-3,-24
48,-16,-48,28,49,29
50,-18,-24,-30,-23,-35
44,31,-21,-19,-31,1
40,-30,24,19,45,32
32,-44,0,10,34,38
32,-22,-12,-1,-16,-4
41,15,-43,-34,-50,27
-23,16,45,-50,-25,21
18,48,42,-39,42,43
1,8,28,-10,-28,35
-19,16,-43,29,47,12
14,24,-4,37,23,-42
35,21,-19,0,7,17
19,-19,-50,26,39,-12
34,46,46,-48,-6,-42
15,-39,36,-19,11,-24
-30,45,47,-20,13,48
-11,-41,29,38,39,22
-3,11,-32,-36,41,47
-29,2,38,9,-14,10
50,-12,-47,13,-50,36
-1,6,19,-44,-2,-14
21,42,-13,2,-7,22
2,27,-40,-11,-4,-20
25,-19,-32,-8,47,-29
35,36,-26,-27,1,-50
29,-8,-7,28,31,25
-21,-37,-38,-21,9,-6
30,-2,5,28,44,-17
-48,17,-38,-37,49,45
2,-45,-27,-19,-41,21
30,5,24,-32,-48,50
8,-38,-14,-29,-25,35
-40,50,-27,-46,-18,-29
40,35,48,2,-42,47
36,27,30,15,23,28
12,12,0,-34,36,-3
37,-35,4,-13,-6,-24
36,-15,-7,49,0,-13
16,1,-33,25,15,-31
-16,-5,8,-11,24,-34
-9,8,44,-32,9,43
20,-24,-39,-48,17,-25
-12,25,40,-6,-36,14
-44,-19,-20,-25,38,-39
-35,31,42,-7,27,-21
6,50,21,44,-27,35
48,-14,-20,25,-3,-18
-23,-24,-25,43,20,1
27,40,13,33,-13,26
-29,27,36,26,-22,-28
26,9,-16,20,-8,28
38,-10,34,29,18,-46
48,-28,45,6,-50,19
-50,35,36,-25,-4,-31
-16,14,-25,8,-2,-31
-12,9,-50,29,-17,-1
-33,33,40,-17,-14,-12
43,40,3,-29,-19,-18
-28,-47,38,41,-42,-9
-30,48,9,0,13,-27
-17,-9,29,-43,48,47
1,18,33,18,16,-19
-15,30,-25,6,-2,-7
-2,-46,31,9,-20,-14
16,-24,-29,1,43,49
-24,-23,42,21,13,46
-19,45,21,43,33,-7
33,9,-37,-24,3,-10
-47,-47,38,46,11,21
33,-21,25,-30,2,-14
-12,48,-21,36,-47,-7
-10,-50,-39,-48,20,43
39,27,33,16,-12,-16
-14,35,29,23,10,36
36,-12,-48,-21,24,-49
-45,-47,-29,44,7,4
-3,25,-14,-26,-17,21
11,-42,26,42,-6,50
32,-20,47,14,11,37
3,5,-28,-7,50,43
47,4,-21,-19,-11,-35
11,-42,-8,12,-45,49
5,11,-8,19,3,22
-19,-42,36,37,-3,42
15,49,33,-19,21,-15
-9,26,37,-31,-36,37
-13,8,14,44,35,-6
21,-16,49,-48,-8,24
22,26,-48,29,-10,38
-29,-18,7,1,-20,17
-25,-12,-35,-42,30,-1
-32,40,28,-10,-50,-9
35,-14,5,19,-50,35
24,42,-50,-31,41,-37
30,0,-2,15,23,-38
-13,-27,3,-14,12,41
12,9,-42,31,-22,-43
11,-40,-16,5,-2,-32
-31,46,-50,6,34,-22
-32,-6,20,-10,0,-45
-22,27,-15,-17,0,19
26,23,37,46,43,10
13,28,47,-46,-35,4
28,46,-25,9,5,8
-26,-20,43,-42,-46,7
-31,-15,-4,5,-35,3
20,-50,-35,-30,17,-5
-4,-5,3,30,16,12
-14,-10,-15,-11,0,-38
-15,44,12,35,11,-5
-43,2,-39,-42,-26,20
25,11,43,40,-42,18
-26,28,-14,-4,-4,41
-45,-25,17,39,30,-45
-26,7,20,32,37,-15
-26,22,41,50,48,24
-47,-26,-38,10,-2,-21
-20,37,-31,1,31,-8
34,15,18,4,1,2
-44,7,-31,-1,-37,26
-6,14,40,13,-1,11
45,-35,-38,-30,19,-26
-6,44,-2,-5,-7,-41
41,36,-2,-1,47,-16
43,-38,-30,6,15,-33
12,9,31,-43,8,11
10,-18,-10,24,25,-35
-24,-35,10,35,46,-5
-13,29,38,-29,1,-31
-31,-25,-45,-18,-17,-50
34,-16,48,-25,1,-25
-23,23,21,-25,-15,48
-11,29,46,32,31,20
-38,-46,20,8,37,-10
18,-5,-8,-33,10,44
44,29,30,-2,-6,0
3,1,42,23,38,-16
-39,-45,14,12,-39,48
25,47,31,-19,48,3
-16,31,12,-34,-23,27
28,13,-12,-8,-45,-38
35,31,-19,-4,-43,-47
-4,-25,39,-22,-26,-6
-34,-14,-18,39,45,-42
46,-3,14,5,0,-15
4,-15,41,39,-44,37
30,-26,-11,-13,23,12
34,1,32,31,-9,-41
-14,-29,-19,30,10,46
-4,10,24,19,-24,-20
-44,30,48,38,5,18
-48,-30,35,-47,0,27
27,16,-43,-49,-41,26
4,-21,-14,16,35,30
-3,-43,-2,33,-17,-43
-38,-1,46,13,34,-16
-21,11,-4,-26,-7,-10
-20,43,-5,29,30,41
39,16,-25,-15,35,45
-32,-14,34,23,20,35
-38,34,15,15,39,-23
-7,-39,34,46,29,-17
5,31,-34,19,-35,19
7,-11,27,-43,8,-11
-9,16,0,46,-34,-16
24,48,-1,33,0,3
49,-47,42,41,40,-10
15,4,-27,36,24,4
2,16,-47,-3,-36,0
28,-47,36,41,-30,39
-3,50,17,-44,36,6
43,34,-39,26,-27,50
41,-32,23,-13,7,-37
-38,6,-43,-27,2,-49
-24,-19,-31,9,46,-30
-14,40,10,38,31,8
-35,-33,-31,-37,40,18
-10,43,15,-2,-49,-50
-34,-18,48,14,26,-21
-21,49,37,42,-5,50
46,-15,-21,-11,-40,-6
-46,41,-40,33,10,-12
-45,-37,-18,50,35,22
-2,7,14,-36,-24,25
-24,-47,-34,40,18,5
1,-4,13,-49,36,-38
-47,25,21,49,-23,0
36,1,2,-2,43,-9
-22,36,-4,46,7,29
-35,9,-15,10,10,-25
32,-32,-39,-29,-37,44
-8,-45,-24,14,-8,49
-37,-24,37,12,8,19
-29,43,11,13,8,-30
-36,44,-27,-45,42,47
